,Released,ReleasedWorldwide,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,ProductionBudget,Opening WeekendTheaters,MaximumTheaters,TheatricalEngagements,Opening WeekendRevenue,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office
920,2016,2016,Jack Reacher: Never Go Back,Paramount Pictures,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$60,000,000","3,780","3,780","15,887","$22,872,490","$58,697,076","$62,153,192","$101,249,413","$159,946,489"
921,2016,2016,Fences,Paramount Pictures,Drama,Based on Play,Live Action,Historical Fiction,"$24,000,000",4,"2,368","13,058","$129,462","$57,682,904","$60,028,365","$6,599,977","$64,282,881"
922,2016,2016,Me Before You,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$20,000,000","2,704","2,762","11,324","$18,723,269","$56,245,075","$59,561,260","$152,020,123","$208,265,198"
923,2016,2016,The Shallows,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$13,000,000","2,962","2,962","11,298","$16,800,868","$55,121,623","$58,371,560","$63,641,819","$118,763,442"
924,2016,2016,Assassinâs Creed,20th Century Fox,Action,Based on Game,Live Action,Science Fiction,"$125,000,000","2,970","2,996","10,601","$10,278,225","$54,647,948","$57,181,172","$186,111,734","$240,759,682"
925,2016,2016,Barbershop: The Next Cut,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000","2,661","2,676","12,345","$20,242,415","$54,030,051","$57,215,641","$374,151","$54,404,202"
926,2016,2016,Lion,Weinstein Co.,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$12,000,000",4,"1,802","13,311","$123,360","$51,739,495","$53,035,795","$97,378,405","$149,117,900"
927,2016,2016,The Huntsman: Winterâs War,Universal,Action,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,"$115,000,000","3,791","3,802","14,940","$19,445,035","$48,003,015","$50,833,246","$117,146,287","$165,149,302"
928,2016,2016,Warcraft,Universal,Action,Based on Game,Live Action,Fantasy,"$160,000,000","3,400","3,406","9,650","$24,166,110","$47,365,290","$50,157,925","$391,534,534","$438,899,824"
929,2016,2016,Almost Christmas,Universal,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$17,000,000","2,376","2,379","10,469","$15,134,235","$42,065,185","$44,542,964","$428,321","$42,493,506"
930,2016,2016,Nerve,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$20,000,000","2,538","2,538","9,683","$9,445,456","$38,583,626","$40,858,491","$47,000,319","$85,583,945"
931,2016,2016,Risen,Sony Pictures,Drama,Based on Religious Text,Live Action,Historical Fiction,"$20,000,000","2,915","2,915","13,174","$11,801,271","$36,880,033","$39,054,457","$9,364,033","$46,244,066"
932,2016,2016,The Boy,STX Entertainment,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000","2,671","2,671","11,420","$10,778,392","$35,819,556","$37,931,459","$32,401,396","$68,220,952"
933,2016,2016,Ouija: Origin of Evil,Universal,Horror,Based on Game,Live Action,Historical Fiction,"$9,000,000","3,167","3,168","10,634","$14,065,500","$35,144,505","$37,216,604","$46,687,361","$81,831,866"
934,2016,2016,The 5th Wave,Sony Pictures,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$38,000,000","2,908","2,908","12,484","$10,326,356","$34,912,982","$36,971,427","$76,423,416","$111,336,398"
935,2016,2016,Inferno,Sony Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$75,000,000","3,576","3,576","11,459","$14,860,425","$34,343,574","$36,363,844","$185,175,793","$219,519,367"
936,2016,2016,Motherâs Day,Open Road,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000","3,035","3,291","11,844","$8,369,184","$32,492,859","$34,408,615","$19,874,163","$52,367,022"
937,2016,2016,Gods of Egypt,Lionsgate,Adventure,Original Screenplay,Live Action,Fantasy,"$140,000,000","3,117","3,117","10,965","$14,123,903","$31,153,464","$32,990,253","$107,683,292","$138,836,756"
938,2016,2016,Collateral Beauty,Warner Bros.,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$36,000,000","3,528","3,528","11,425","$7,102,085","$31,016,021","$32,592,599","$54,293,072","$85,309,093"
939,2016,2016,"Hail, Caesar!",Universal,Comedy,Original Screenplay,Live Action,Historical Fiction,"$22,000,000","2,232","2,248","7,896","$11,355,225","$30,080,225","$31,853,735","$34,139,971","$64,220,196"
940,2016,2016,When the Bough Breaks,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000","2,246","2,246","7,692","$14,202,323","$29,747,603","$31,501,506","$1,020,846","$30,768,449"
941,2016,2016,Zoolander 2,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000","3,394","3,418","9,663","$13,841,146","$28,848,693","$30,549,598","$26,500,000","$55,348,693"
942,2016,2016,Florence Foster Jenkins,Paramount Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,"$29,000,000","1,528","1,528","7,905","$6,601,313","$27,383,770","$28,998,297","$28,616,569","$56,000,339"
943,2016,2016,The Forest,Focus / Gramercy,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$10,000,000","2,451","2,509","8,042","$12,741,176","$26,594,261","$28,162,246","$14,154,969","$40,749,230"
944,2016,2016,Ben-Hur,Paramount Pictures,Adventure,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$95,000,000","3,084","3,084","10,111","$11,203,815","$26,410,477","$27,967,623","$65,259,171","$91,669,648"
945,2016,2016,Race,Focus Features,Drama,Based on Real Life Events,Live Action,Dramatization,"$5,000,000","2,369","2,387","7,579","$7,353,922","$19,115,191","$20,242,208","$4,630,581","$23,745,772"
946,2016,2016,Masterminds,Relativity,Comedy,Based on Real Life Events,Live Action,Historical Fiction,"$25,000,000","3,042","3,042","8,906","$6,541,205","$17,356,894","$18,380,245","$13,493,772","$30,850,666"
947,2016,2016,Eddie the Eagle,20th Century Fox,Drama,Based on Real Life Events,Live Action,Dramatization,"$23,000,000","2,042","2,044","7,193","$6,084,682","$15,789,389","$16,720,316","$29,271,091","$45,060,480"
948,2016,2016,Keeping Up with the Joneses,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000","3,022","3,022","8,163","$5,461,475","$14,904,426","$15,783,184","$13,900,000","$28,804,426"
949,2016,2016,Hillaryâs America: The Secret Histo…,Quality Flix,Documentary,Based on Real Life Events,Live Action,Factual,"$5,000,000",3,"1,217","4,199","$74,813","$13,099,931","$13,872,289",$0,"$13,099,931"
950,2016,2016,The Light Between Oceans,Walt Disney,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$20,000,000","1,500","1,500","5,087","$4,765,838","$12,545,979","$13,285,682","$9,735,753","$22,281,732"
951,2016,2016,CafÃ© Society,Lionsgate,Drama,Original Screenplay,Live Action,Historical Fiction,"$30,000,000",5,631,"2,726","$359,289","$11,103,205","$11,757,840","$33,245,087","$44,348,292"
952,2016,2016,Pride and Prejudice and Zombies,Sony Pictures,Black Comedy,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$28,000,000","2,931","2,931","6,460","$5,324,240","$10,907,291","$11,550,375","$5,731,009","$16,638,300"
953,2016,2005,The Darkness,High Top Releasing,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$4,000,000","1,755","1,769","5,018","$4,950,859","$10,753,574","$11,387,593","$150,921","$10,904,495"
954,2016,2015,The Lady in the Van,Sony Pictures Classics,Drama,Based on Play,Live Action,Dramatization,"$6,000,000",4,602,"3,187","$61,566","$10,021,175","$10,612,016","$32,299,328","$42,320,503"
955,2016,2016,Loving,Focus Features,Drama,Based on Real Life Events,Live Action,Dramatization,"$9,000,000",4,572,"2,317","$159,615","$7,710,234","$8,156,220","$5,187,830","$12,898,064"
956,2016,2016,Shut In,EuropaCorp,Thriller/Suspense,Original Screenplay,Live Action,Fantasy,"$10,000,000","2,058","2,058","4,626","$3,613,567","$6,900,335","$7,307,069","$4,460,330","$11,360,665"
957,2016,2016,The Young Messiah,Focus Features,Drama,Based on Comic/Graphic Novel,Live Action,Dramatization,"$16,800,000","1,761","1,769","4,652","$3,294,876","$6,469,813","$6,851,268","$843,884","$7,313,697"
958,2016,2016,Hunt for the Wilderpeople,The Orchard,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$2,500,000",5,200,"1,648","$78,439","$5,205,471","$5,512,378","$18,695,371","$23,900,842"
959,2016,2016,Incarnate,High Top Releasing,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000","1,737","1,737","3,819","$2,534,884","$4,799,774","$5,082,765","$4,571,262","$9,371,036"
960,2016,2016,The Meddler,Sony Pictures Classics,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$3,200,000",4,464,"1,711","$57,022","$4,267,219","$4,518,811","$1,259,723","$5,526,942"
961,2016,2016,Denial,Bleecker Street,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$10,000,000",5,648,"1,911","$93,728","$4,073,448","$4,313,609","$5,190,492","$9,263,940"
962,2016,2016,The Man Who Knew Infinity,IFC Films,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$10,000,000",6,348,"1,415","$80,325","$3,877,922","$4,106,556","$8,504,200","$12,382,122"
963,2016,2016,Max Steel,Open Road,Action,Based on Toy,Live Action,Science Fiction,"$10,000,000","2,034","2,034","4,349","$2,182,216","$3,818,664","$4,043,810","$744,416","$4,563,080"
964,2016,2016,Midnight Special,Warner Bros.,Drama,Original Screenplay,Live Action,Science Fiction,"$18,000,000",5,521,"1,482","$190,012","$3,712,282","$3,931,161","$3,967,968","$7,680,250"
965,2016,2016,Rules Donât Apply,20th Century Fox,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$26,700,000","2,382","2,386","4,990","$1,589,625","$3,652,206","$3,867,535","$219,242","$3,871,448"
966,2016,2015,Yip Man 3,Well Go USA,Action,Based on Real Life Events,Live Action,Historical Fiction,"$36,000,000",103,115,441,"$784,839","$2,679,437","$2,837,411","$154,621,517","$157,300,954"
967,2016,2016,Iâm Not Ashamed,Pure Flix Entertainment,Drama,Based on Real Life Events,Live Action,Dramatization,"$1,500,000",505,516,"1,266","$927,161","$2,082,980","$2,205,783",$0,"$2,082,980"
968,2016,2016,Genius,Roadside Attractions,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$17,000,000",16,152,587,"$98,274","$1,361,045","$1,441,289","$5,904,238","$7,265,283"
969,2016,2016,Mr. Church,Cinelou Releasing,Drama,Original Screenplay,Live Action,Historical Fiction,"$8,000,000",354,354,655,"$338,551","$685,780","$726,205",$0,"$685,780"
970,2016,2016,The Bounce Back,Viva Entertainment,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$3,000,000",615,615,637,"$227,354","$321,910","$340,889","$99,494","$421,404"
971,2016,2016,The Masked Saint,Freestyle Releasing,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$3,500,000",482,482,508,"$123,839","$182,695","$193,459",$0,"$182,695"
972,2016,2016,Fight to the Finish,Grindstone Entertainment,Action,Original Screenplay,Live Action,Contemporary Fiction,"$500,000",0,0,0,$0,$0,$0,$0,$0
973,2016,2016,Yoga Hosers,Invincible Pictures,Adventure,Original Screenplay,Live Action,Science Fiction,"$5,000,000",0,0,0,$0,$0,$0,"$22,958","$22,958"
974,2016,2016,Out of the Inferno,,Action,Original Screenplay,Live Action,Contemporary Fiction,"$19,000,000",0,0,0,$0,$0,$0,$0,$0
975,2017,2017,Star Wars Ep. VIII: The Last Jedi,Walt Disney,Adventure,Original Screenplay,Animation/Live Action,Science Fiction,"$200,000,000","4,232","4,232","28,185","$220,009,584","$620,181,382","$631,702,051","$711,453,759","$1,331,635,141"
976,2017,2017,Wonder Woman,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$150,000,000","4,165","4,165","38,939","$103,251,471","$412,563,408","$421,302,210","$405,494,813","$818,058,221"
977,2017,2017,Jumanji: Welcome to the Jungle,Sony Pictures,Adventure,Original Screenplay,Live Action,Science Fiction,"$90,000,000","3,765","3,849","43,252","$36,169,328","$404,508,916","$409,381,248","$557,104,283","$961,613,199"
978,2017,2017,Guardians of the Galaxy Vol 2,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$200,000,000","4,347","4,347","30,496","$146,510,104","$389,813,101","$398,070,004","$479,300,000","$869,113,101"
979,2017,2017,Spider-Man: Homecoming,Sony Pictures,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$175,000,000","4,348","4,348","34,848","$117,027,503","$334,201,140","$341,280,092","$545,965,210","$880,166,350"
980,2017,2017,Thor: Ragnarok,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$180,000,000","4,080","4,080","26,570","$122,744,989","$315,058,289","$321,671,601","$535,424,489","$850,482,778"
981,2017,2017,Justice League,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$300,000,000","4,051","4,051","22,381","$93,842,239","$229,024,295","$233,820,835","$426,920,914","$655,945,209"
982,2017,2017,The Fate of the Furious,Universal,Action,Original Screenplay,Live Action,Contemporary Fiction,"$250,000,000","4,310","4,329","24,612","$98,786,705","$225,764,765","$230,546,849","$1,010,939,031","$1,236,703,796"
983,2017,2017,Dunkirk,Warner Bros.,Action,Original Screenplay,Live Action,Dramatization,"$150,000,000","3,720","4,014","29,843","$50,513,488","$190,068,280","$194,067,644","$329,383,734","$519,452,014"
984,2017,2017,Pirates of the Caribbean: Dead Men Te…,Walt Disney,Adventure,Based on Theme Park Ride,Animation/Live Action,Historical Fiction,"$230,000,000","4,276","4,276","22,128","$62,983,253","$172,558,876","$176,213,961","$622,302,918","$794,861,794"
985,2017,2017,Kong: Skull Island,Warner Bros.,Adventure,Original Screenplay,Live Action,Science Fiction,"$185,000,000","3,846","3,846","23,268","$61,025,472","$168,052,812","$171,612,463","$393,019,247","$561,072,059"
986,2017,2017,War for the Planet of the Apes,20th Century Fox,Action,Original Screenplay,Animation/Live Action,Science Fiction,"$152,000,000","4,022","4,100","22,157","$56,262,929","$146,880,162","$149,991,336","$342,712,105","$489,592,267"
987,2017,2017,Split,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$9,000,000","3,038","3,373","20,502","$40,010,975","$138,141,585","$141,067,655","$140,613,009","$278,754,594"
988,2017,2017,Transformers: The Last Knight,Paramount Pictures,Action,Based on TV,Animation/Live Action,Science Fiction,"$217,000,000","4,069","4,132","16,129","$44,680,073","$130,168,683","$132,925,871","$472,724,657","$602,893,340"
989,2017,2017,Pitch Perfect 3,Universal,Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$45,000,000","3,447","3,468","17,362","$19,928,525","$104,897,530","$106,466,634","$80,838,882","$185,736,412"
990,2017,2017,Daddyâs Home 2,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$70,000,000","3,575","3,575","23,168","$29,651,193","$104,029,443","$106,197,843","$71,777,740","$175,807,183"
991,2017,2017,Murder on the Orient Express,20th Century Fox,Drama,Remake,Live Action,Historical Fiction,"$55,000,000","3,341","3,354","20,181","$28,681,472","$102,826,543","$104,969,945","$248,940,604","$351,767,147"
992,2017,2017,Power Rangers,Lionsgate,Action,Based on TV,Animation/Live Action,Kids Fiction,"$120,000,000","3,693","3,693","15,803","$40,300,288","$85,364,450","$87,172,615","$57,167,102","$142,531,552"
993,2017,2017,The Post,20th Century Fox,Drama,Based on Real Life Events,Live Action,Dramatization,"$50,000,000",9,"2,851","15,989","$526,011","$81,903,458","$82,380,607","$97,865,999","$179,769,457"
994,2017,2017,The Mummy,Universal,Adventure,Based on Folk Tale/Legend/Fairytale,Live Action,Historical Fiction,"$195,000,000","4,035","4,035","14,901","$31,668,375","$80,101,125","$81,797,802","$329,852,780","$409,953,905"
995,2017,2017,The Shack,Lionsgate,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$20,000,000","2,888","2,888","15,555","$16,172,119","$57,386,418","$58,601,952","$39,522,040","$96,908,458"
996,2017,2017,Darkest Hour,Focus Features,Drama,Based on Fiction Book/Short Story,Live Action,Dramatization,"$30,000,000",4,"1,733","13,308","$175,006","$56,443,120","$57,037,461","$94,388,966","$150,832,086"
997,2017,2017,Happy Death Day,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000","3,149","3,535","14,476","$26,039,025","$55,683,845","$56,863,320","$69,326,415","$125,010,260"
998,2017,2017,The Dark Tower,Sony Pictures,Western,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$60,000,000","3,451","3,451","17,150","$19,153,698","$50,701,325","$51,775,270","$62,760,202","$113,461,527"
999,2017,2017,Tyler Perryâs Boo 2! A Madea Halloween,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000","2,388","2,388","10,266","$21,226,953","$47,319,572","$48,321,876","$560,000","$47,879,572"
1000,2017,2016,The Great Wall,Universal,Action,Original Screenplay,Live Action,Historical Fiction,"$150,000,000","3,325","3,328","11,260","$18,469,620","$45,157,105","$46,113,602","$289,329,747","$334,486,852"
1001,2017,2017,Going in Style,Warner Bros.,Comedy,Remake,Live Action,Contemporary Fiction,"$24,000,000","3,061","3,076","17,204","$11,932,330","$45,018,541","$45,972,107","$35,793,883","$80,812,424"
1002,2017,2017,xXx: Return of Xander Cage,Paramount Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,"$85,000,000","3,600","3,651","11,733","$20,130,142","$44,898,413","$45,849,437","$300,134,946","$345,033,359"
1003,2017,2017,47 Meters Down,Entertainment Studios Motion Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$5,300,000","2,270","2,471","12,293","$11,205,562","$44,307,193","$45,245,692","$18,326,512","$62,633,705"
1004,2017,2017,Ghost in the Shell,Paramount Pictures,Action,Based on Comic/Graphic Novel,Live Action,Science Fiction,"$110,000,000","3,440","3,440","10,907","$18,676,033","$40,563,557","$41,422,757","$127,347,133","$167,910,690"
1005,2017,2017,Valerian and the City of a Thousand P…,STX Entertainment,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Science Fiction,"$180,000,000","3,553","3,553","11,129","$17,007,624","$40,479,370","$41,336,790","$174,618,986","$215,098,356"
