,Released,ReleasedWorldwide,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,ProductionBudget,Opening WeekendTheaters,MaximumTheaters,TheatricalEngagements,Opening WeekendRevenue,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office,TitleLower
1502,2014,2014,Devil's Due,20th Century Fox,Horror,Original Screenplay,Live Action,Fantasy,7000000.0,2544.0,2544.0,7059.0,8308220.0,15821461.0,17738624.0,20324626.0,36146087.0,devil's due
1503,2014,2014,Whiplash,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,3300000.0,6.0,567.0,5429.0,135388.0,13092006.0,14429785.0,26856439.0,39948445.0,whiplash
1504,2014,2014,Foxcatcher,Sony Pictures Classics,Drama,Based on Real Life Events,Live Action,Dramatization,24000000.0,6.0,759.0,3428.0,270877.0,12096300.0,13418429.0,7206758.0,19303058.0,foxcatcher
1505,2014,2014,The Drop,Fox Searchlight,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,12600000.0,809.0,1192.0,3761.0,4104552.0,10724389.0,12023911.0,8330145.0,19054534.0,the drop
1506,2014,2014,Inherent Vice,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,20000000.0,5.0,653.0,1845.0,328184.0,8110975.0,8863930.0,6661371.0,14772346.0,inherent vice
1507,2014,2014,Bad Words,Focus Features,Comedy,Original Screenplay,Live Action,Contemporary Fiction,10000000.0,6.0,1074.0,3391.0,113301.0,7779614.0,8722308.0,63531.0,7843145.0,bad words
1508,2014,2014,A Most Violent Year,A24,Drama,Original Screenplay,Live Action,Historical Fiction,20000000.0,4.0,818.0,1968.0,172788.0,5749134.0,6256866.0,3120588.0,8869722.0,a most violent year
1509,2014,2014,The Skeleton Twins,Lionsgate/Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,1000000.0,15.0,461.0,1679.0,380691.0,5284309.0,5924633.0,512883.0,5797192.0,the skeleton twins
1510,2014,2014,The Railway Man,Weinstein Co.,Drama,Based on Factual Book/Article,Live Action,Dramatization,18000000.0,4.0,600.0,2173.0,18078.0,4438438.0,4976262.0,19471772.0,23910210.0,the railway man
1511,2014,2014,Dear White People,Lionsgate/Roadside Attractions,Comedy,Original Screenplay,Live Action,Contemporary Fiction,1250000.0,11.0,392.0,1306.0,347959.0,4404154.0,4936864.0,999617.0,5403771.0,dear white people
1512,2014,2014,Mr. Turner,Sony Pictures Classics,Drama,Based on Real Life Events,Live Action,Dramatization,14000000.0,5.0,217.0,1090.0,108638.0,3958546.0,4334622.0,21228480.0,25187026.0,mr. turner
1513,2014,2014,Wish I Was Here,Focus Features,Comedy,Original Screenplay,Live Action,Contemporary Fiction,6000000.0,68.0,753.0,1770.0,484401.0,3591299.0,4026470.0,3000066.0,6591365.0,wish i was here
